Title,Release Date,Language,Vote Average,Popularity
Marina Puratchi,13-12-2019,Tamil,0,0.0667
Chennai Palani Mars,26-07-2019,Tamil,2,0.0482
To Let,21-02-2019,Tamil,7,0.0614
Unmaiyen Velicham,10-05-2019,Tamil,0,0.0775
Girls of Paadhai,01-11-2019,Tamil,0,0.042
Zhagaram,12-04-2019,Tamil,5,0.0506
Pattipulam,22-03-2019,Tamil,5,0.0641
Gilli Bambaram Goli,15-03-2019,Tamil,0,0.0726
PEI KADHAI,10-02-2019,Tamil,8,0.0453
Perazhagi ISO,24-05-2019,Tamil,0,0.0352
Kadhal Mattum Vena,15-02-2019,Tamil,0,0.0286
Scissors,14-03-2019,Tamil,0,0.0379
I-R 8,02-08-2019,Tamil,6,0.0281
Spot,08-03-2019,Tamil,0,0.0193
Saaral,22-03-2019,Tamil,0,0.0357
Seemathurai,01-05-2019,Tamil,0,0.0646
Maanasi,22-03-2019,Tamil,0,0.0338
The Mosquito Philosophy,18-01-2019,Tamil,0,0.0168
Natchathira Jannalil,28-06-2019,Tamil,0,0.0261
Kudimagan,05-04-2019,Tamil,0,0.0327
Kuttram Seiyel,07-03-2019,Tamil,0,0.0256
Arandavanukku Irundathellam Pei,22-02-2019,Tamil,0,0.0327
Khyla,20-12-2019,Tamil,0,0.0143
Mayuran,30-08-2019,Tamil,0,0.0214
Back To School,08-12-2019,Tamil,9,0.0143
2 Glasses of Milk,04-01-2019,Tamil,0,0.0143
The Flowers and the Gemstones,26-07-2019,Tamil,0,0.0143
My Caste,01-01-2019,Tamil,0,0.0071
Soundless Dance,07-04-2019,Tamil,0,0.0071
Stories at 8,31-08-2019,Tamil,0,0.0071
Singapore Rajini,12-12-2019,Tamil,0,0
Soorarai Pottru,12-11-2020,Tamil,7.704,1.2866
Oh My Kadavule,13-02-2020,Tamil,8.013,0.8373
Psycho,24-01-2020,Tamil,5.2,0.5715
Andhaghaaram,24-11-2020,Tamil,7.2,0.8304
Dharala Prabhu,13-03-2020,Tamil,6.808,0.485
Password,10-11-2020,Tamil,0,0.3293
Kannum Kannum Kollaiyadithaal,28-02-2020,Tamil,6.8,0.47
Naanga Romba Busy,14-11-2020,Tamil,4.3,0.3071
Darbar,08-01-2020,Tamil,6.05,0.5459
Rajavukku Check,24-01-2020,Tamil,0,0.3035
Varmaa,06-10-2020,Tamil,2.5,0.3266
Ponmagal Vandhal,29-05-2020,Tamil,6.3,0.3309
Walter,12-03-2020,Tamil,4,0.2895
Gypsy,06-03-2020,Tamil,5.7,0.3725
Vaanam Kottatum,07-02-2020,Tamil,6.4,0.2925
Alti,13-03-2020,Tamil,0,0.2868
Mafia,21-02-2020,Tamil,5.7,1.8013
Mookuthi Amman,14-11-2020,Tamil,5.625,0.3096
Oru Pakka Kathai,25-12-2020,Tamil,6,0.3174
Galtha,28-02-2020,Tamil,0,0.224
Nasir,16-07-2020,Tamil,4.8,0.189
Pattas,14-01-2020,Tamil,6.2,0.2266
Dagaalty,29-01-2020,Tamil,3.3,0.2489
Seeru,07-02-2020,Tamil,4.8,0.2214
Draupathi,28-02-2020,Tamil,5.3,0.2075
Patra Vaitha Nerupondru,27-10-2020,Tamil,6,0.1383
Kanni Maadam,21-02-2020,Tamil,6,0.2074
Naan Sirithal,14-02-2020,Tamil,5.722,0.2506
Irandam Kuththu,14-11-2020,Tamil,2.2,0.2375
Indha Nilai Maarum,06-03-2020,Tamil,0,0.226
Paramapatham,01-02-2020,Tamil,0,0.2453
Naadodigal 2,01-02-2020,Tamil,3.8,0.1773
Cocktail,10-07-2020,Tamil,4,0.2567
Thatrom Thookrom,31-01-2020,Tamil,4,0.2088
Asuraguru,13-03-2020,Tamil,3.3,0.3716
College Kumar,06-03-2020,Tamil,0,0.2309
Miya,26-12-2020,Tamil,0,0.2551
Putham Pudhu Kaalai,16-10-2020,Tamil,6.4,0.2882
Mamakiki,30-05-2020,Tamil,5.5,0.1737
Lockup,14-08-2020,Tamil,6,0.1657
Biskoth,14-11-2020,Tamil,4.8,0.155
Taana,24-01-2020,Tamil,5.7,0.1583
The Nightmare,23-05-2020,Tamil,6,0.1225
Sinamkol,03-01-2020,Tamil,0,0.1324
Karthik Dial Seytha Yenn,19-06-2020,Tamil,2.667,0.1667
Yaadhumagi Nindraai,19-06-2020,Tamil,0,0.1547
Ka/Pae. Ranasingam,02-10-2020,Tamil,7,0.2142
Penguin,19-06-2020,Tamil,4.955,0.1287
Velvet Nagaram,06-03-2020,Tamil,5,0.147
Pachai Vilakku,03-01-2020,Tamil,0,0.1373
Dopamine : A reason For Addiction,25-09-2020,Tamil,0,0.1498
Yours Truly,25-07-2020,Tamil,0,0.1068
God Father,21-02-2020,Tamil,6,0.1159
Adavi,07-02-2020,Tamil,2,0.1484
Enthiran Spoof,27-05-2020,Tamil,0,0.1222
Dhowlath,27-11-2020,Tamil,0,0.1239
Maayanadhi,31-01-2020,Tamil,4,0.1547
Meendum Oru Mariyathai,21-02-2020,Tamil,0,0.1163
Kadathal Kaaran,04-12-2020,Tamil,0,0.079
Danny,01-08-2020,Tamil,2,0.0978
Sandimuni,07-02-2020,Tamil,0,0.0624
ENPA,01-04-2020,Tamil,10,0.0512
Kanni Raasi,04-12-2020,Tamil,0,1.1161
Ettu Thikkum Para,06-03-2020,Tamil,0,0.0688
Theeviram,26-11-2020,Tamil,0,0.0707
Why do flowers die,25-08-2020,Tamil,0,0.0807
Quota,20-11-2020,Tamil,6,0.0969
Pizhai,03-01-2020,Tamil,6,0.0951
B.Selvi & Daughters,23-10-2020,Tamil,0,0.0679
Yen Peyar Anandhan,27-11-2020,Tamil,5,0.0573
Andava Kaanom,31-12-2020,Tamil,0,0.0835
Utraan,31-01-2020,Tamil,0,0.0741
Irumbu Manithan,28-02-2020,Tamil,0,0.0665
Insight,14-08-2020,Tamil,0,0.0852
En Sangathu Aala Adichavan Evanda,03-01-2020,Tamil,0,0.0566
Kayiru,13-03-2020,Tamil,0,0.0911
Kadhal Ondru Kanden,05-01-2020,Tamil,0,0.0722
AASPATHIRI,29-03-2020,Tamil,9,0.0535
Onbathu Kuzhi Sampath,14-08-2020,Tamil,6,0.0528
Thadayam Mudhal Adhyayam,16-07-2020,Tamil,0,0.0389
Day Knight,14-02-2020,Tamil,0,0.0947
Biya,11-12-2020,Tamil,0,0.0554
Marijuana,14-11-2020,Tamil,0,0.0536
Kavalthurai Ungal Nanban,27-11-2020,Tamil,7.5,0.0286
Unakkagathane,03-02-2020,Tamil,0,0.0482
Chiyaangal,25-12-2020,Tamil,0,0.0387
Karuppankaatu Valasu,30-07-2020,Tamil,0,0.0481
Battle of the Hearts,15-11-2020,Tamil,0,0.0379
Kanya,29-10-2020,Tamil,1,0.0509
Routtu,20-11-2020,Tamil,0,0.0468
The Tremor,07-10-2020,Tamil,0,0.0453
Coffee Cafe,22-07-2020,Tamil,0,0.0404
First Vacation,15-11-2020,Tamil,0,0.0286
Santhittha Naal Muthal,13-02-2020,Tamil,0,0.0429
Thunivu,13-12-2020,Tamil,0,0.0168
Athaiyum Thaandi,12-03-2020,Tamil,7,0.0683
The Girl with the Red Ribbons,20-09-2020,Tamil,0,0.0143
Soodu,04-12-2020,Tamil,0,0.0193
Athigaari,11-11-2020,Tamil,7,0.0071
Virus Mairus,08-05-2020,Tamil,0,0.0143
Footwear,15-05-2020,Tamil,0,0.0143
ஆடி / Mirror,19-08-2020,Tamil,0,0.0143
Hawala,31-07-2020,Tamil,0,0.0286
A Reciprocated Lust,07-08-2020,Tamil,0,0.0143
Pulikodi Devan,07-02-2020,Tamil,0,0.0071
Kaalam Maari Pochu,25-06-2020,Tamil,0,0.0071
The Mirage of Dragonfly,11-12-2020,Tamil,0,0.0071
Tamani,16-10-2020,Tamil,0,0.0261
Grace,27-09-2020,Tamil,0,0.0071
Thedu,03-01-2020,Tamil,0,0
Paakaati Po,05-03-2020,Tamil,0,0
Enemy,04-11-2021,Tamil,6.5,1.5555
Master,13-01-2021,Tamil,6.8,1.4864
Jai Bhim,02-11-2021,Tamil,7.436,1.2485
Tamil Rockers,31-12-2021,Tamil,4,1.4158
Sarpatta Parambarai,22-07-2021,Tamil,7.7,0.9828
Pulikkuthi Pandi,15-01-2021,Tamil,4.5,0.8309
Udanpirappe,13-10-2021,Tamil,5,0.5666
Doctor,09-10-2021,Tamil,6.5,0.9947
Annaatthe,04-11-2021,Tamil,5.1,0.9544
Sinam,22-01-2021,Tamil,2,0.4593
Jagame Thandhiram,18-06-2021,Tamil,5.7,0.6799
Amanuda Bhayam,14-01-2021,Tamil,8.5,0.3736
Annabelle Sethupathi,17-09-2021,Tamil,4.3,0.7134
Chakra,19-02-2021,Tamil,6.3,0.3551
Mughizh,08-10-2021,Tamil,3.5,0.4317
Kadaseela Biriyani,19-11-2021,Tamil,7,0.4898
Thai Nilam,21-06-2021,Tamil,0,0.3039
Sulthan,02-04-2021,Tamil,5.306,0.5847
Thaen,19-03-2021,Tamil,8.8,0.3696
Nenjam Marappathillai,05-03-2021,Tamil,6.1,0.3785
Maara,08-01-2021,Tamil,6.685,0.4961
Bachelor,03-12-2021,Tamil,5.083,0.3294
Teddy,12-03-2021,Tamil,6.6,0.4542
Karnan,09-04-2021,Tamil,7.4,0.4484
Laabam,09-09-2021,Tamil,3,0.4414
Mandela,05-04-2021,Tamil,7.065,0.4215
Sarbath,11-04-2021,Tamil,5,0.2864
Velan,31-12-2021,Tamil,7.5,0.4099
Maanaadu,24-11-2021,Tamil,7.014,0.3544
Sangathalaivan,26-02-2021,Tamil,4,0.2936
Kabadadaari,28-01-2021,Tamil,6.6,0.4125
Aranmanai 3,14-10-2021,Tamil,3.542,0.332
Eeswaran,15-01-2021,Tamil,4.3,0.2747
Thalaivii,10-09-2021,Tamil,4.7,0.4483
Kutty Story,12-02-2021,Tamil,5.7,0.2861
Bhoomi,14-01-2021,Tamil,4.4,0.3689
Anandham Vilayadum Veedu,24-12-2021,Tamil,6,0.3217
Friendship,17-09-2021,Tamil,0,0.2468
Kaadan,26-03-2021,Tamil,4.6,0.3984
Murungakkai Chips,10-12-2021,Tamil,3.5,0.2975
Rocky,23-12-2021,Tamil,7.188,0.2466
Vanam,26-11-2021,Tamil,8,0.2595
Blood Money,24-12-2021,Tamil,5.5,0.3346
Pulvaaliraghu,21-11-2021,Tamil,0,0.1904
Filter Gold,29-10-2021,Tamil,0,0.3428
Rudra Thandavam,01-10-2021,Tamil,3,0.2813
Theerpugal Virkkapadum,31-12-2021,Tamil,0,0.2365
Thalli Pogathey,24-12-2021,Tamil,5.7,0.3267
Vaazhl,16-07-2021,Tamil,5.8,0.2734
Mirugaa,05-03-2021,Tamil,5,0.25
Anti Indian,10-12-2021,Tamil,6.5,0.1559
Pallavi Bakery,05-11-2021,Tamil,8,0.3316
Pon Manickavel,19-11-2021,Tamil,4,0.1895
Chithirai Sevvaanam,03-12-2021,Tamil,6,0.2173
Madurai Manikkuravar,31-12-2021,Tamil,0,0.2408
Kodiyil Oruvan,17-09-2021,Tamil,4.8,0.3318
Boomika,20-08-2021,Tamil,6,0.2384
Calls,26-02-2021,Tamil,0,0.1588
Aelay,28-02-2021,Tamil,6.4,0.1647
Kasada Thapara,27-08-2021,Tamil,6.9,0.2944
Ikk,10-12-2021,Tamil,0,0.1742
Sivaranjiniyum Innum Sila Pengalum,26-11-2021,Tamil,8,0.176
Cinderella,24-09-2021,Tamil,1.5,0.2057
03:33,10-12-2021,Tamil,5.3,0.1534
Tughlaq Durbar,10-09-2021,Tamil,6,0.2498
Kamali from Nadukkaveri,19-02-2021,Tamil,6.6,0.2045
Lift,01-10-2021,Tamil,5.4,0.1951
Maaligai,29-10-2021,Tamil,0,0.2084
MGR Magan,04-11-2021,Tamil,2.667,0.2622
Yennanga Sir Unga Sattam,29-10-2021,Tamil,7,0.2042
Naanum Single Thaan,12-02-2021,Tamil,0,0.1495
Plan Panni Pannanum,30-12-2021,Tamil,5.5,0.1718
Border,12-11-2021,Tamil,0,0.2291
Paramapadham Vilayattu,14-04-2021,Tamil,4.5,0.1909
Chasing,16-04-2021,Tamil,9,0.2121
Jango,19-11-2021,Tamil,4.5,0.2607
Ainthu Unarvugal,26-11-2021,Tamil,0,0.208
Jail,09-12-2021,Tamil,3,0.25
Jinx,05-12-2021,Tamil,0,0.0971
Rajavamsam,26-11-2021,Tamil,6,0.175
Kalathil Santhippom,05-02-2021,Tamil,5.8,0.1821
Call Taxi,27-08-2021,Tamil,0,0.1493
Thuyil Tholaithen,05-02-2021,Tamil,0,0.1629
Parris Jayaraj,12-02-2021,Tamil,4.571,0.1704
TORROT,05-11-2021,Tamil,0,0.0951
Pebbles,04-02-2021,Tamil,6.2,0.1686
Vanakkamda Mappilei,16-04-2021,Tamil,1,0.1453
Irudhi Pakkam,17-12-2021,Tamil,7.3,0.1532
Trip,05-02-2021,Tamil,4.7,0.2064
Care Of Kaadhal,12-02-2021,Tamil,6,0.1248
Theedhum Nandrum,12-03-2021,Tamil,0,0.1415
Sivakumarin Sabadham,30-09-2021,Tamil,2,0.2315
Netrikann,13-08-2021,Tamil,5.8,0.2131
Naduvan,24-09-2021,Tamil,7.5,0.1407
Oomai Sennai,10-12-2021,Tamil,9,0.0936
Vellai Yaanai,11-07-2021,Tamil,6,0.0995
Parallel Lines,03-12-2021,Tamil,0,0.0717
Malaysia to Amnesia,28-05-2021,Tamil,3,0.1164
Oh Manapenne!,22-10-2021,Tamil,6.1,0.1215
Sabhaapathy,19-11-2021,Tamil,5.375,0.1971
Thittam Irandu,30-07-2021,Tamil,6.346,0.2029
Pei Mama,24-09-2021,Tamil,0,0.1248
4 Sorry,29-10-2021,Tamil,7,0.1022
Vettai Naai,26-02-2021,Tamil,0,0.1192
Endravathu Oru Naal,21-02-2021,Tamil,4,0.1091
IPC 376,28-10-2021,Tamil,5.3,0.1163
Pei Irukka Bayamen,01-01-2021,Tamil,0,0.0798
Avanum Nanum,17-02-2021,Tamil,0,0.1185
Vinodhaya Sitham,13-10-2021,Tamil,5.167,0.1321
Meendum,31-12-2021,Tamil,9,0.0814
Anbirkiniyal,05-03-2021,Tamil,7,0.0997
Sithai,14-04-2021,Tamil,0,0.0994
Dikkiloona,10-09-2021,Tamil,5.444,0.106
Kattil,03-12-2021,Tamil,0,0.091
Devadas Brothers,03-09-2021,Tamil,0,0.1364
Raame Aandalum Raavane Aandalum,24-09-2021,Tamil,6,0.0935
Engada Irunthinga Ivvalavu Naala,26-03-2021,Tamil,0,0.0852
Singa Paarvai,19-11-2021,Tamil,6,0.1063
Writer,24-12-2021,Tamil,7.3,0.1553
Sennai,11-08-2021,Tamil,0,0.0702
Chinnanjiru Kiliye,24-09-2021,Tamil,0,0.0619
R23 Criminal's Diary,17-12-2021,Tamil,0,0.0464
Sara,14-04-2021,Tamil,8,0.0738
Roommate,01-09-2021,Tamil,10,0.0753
Kadampari,19-03-2021,Tamil,0,0.0825
Methagu,13-08-2021,Tamil,6,0.0839
The confession of a motor,18-09-2021,Tamil,0,0.0664
Aathikka Varkkam,01-01-2021,Tamil,0,0.0519
Mathil,14-04-2021,Tamil,6,0.0698
First Nights,04-06-2021,Tamil,0,0.2635
Manja Satta Pachcha Satta,02-04-2021,Tamil,0,0.0459
Writer's block,27-03-2021,Tamil,9,0.0546
Hiding,01-03-2021,Tamil,0,0.0453
Appathaava Aataiya Pottutaanga,08-10-2021,Tamil,0,0.0546
Choo Mandhirakaali,24-09-2021,Tamil,7,0.0502
Bloom,19-05-2021,Tamil,0,0.0338
Naaye Paeye,23-04-2021,Tamil,0,0.0382
Aatkal Thevai,05-02-2021,Tamil,1,0.0423
Valiyor Silar,17-09-2021,Tamil,9,0.0389
Chithambaram Railwaygate,05-02-2021,Tamil,0,0.0357
Pazhagiya Naatkal,19-02-2021,Tamil,0,0.0398
Dream,25-12-2021,Tamil,0,0.0404
Manamagizhselvan,01-12-2021,Tamil,0,0.0404
The Nudity,24-07-2021,Tamil,0,0.0429
Sweet Biriyani,05-03-2021,Tamil,0,0.0327
Namma Oorukku Ennathan Achu,19-03-2021,Tamil,0,0.0589
E.P. KO 306,20-01-2021,Tamil,0,0.0261
E.P.Co 302,31-12-2021,Tamil,0,0.0239
Ashvamithra,31-08-2021,Tamil,0,0.0362
Appavin Parisu,02-10-2021,Tamil,0,0.0214
Grandma's Cooking,31-12-2021,Tamil,0,0.0214
Dola,05-03-2021,Tamil,0,0.0789
Blue Night,11-03-2021,Tamil,0,0.0143
Veerapuram 220,24-09-2021,Tamil,0,0.0143
The Way To Be,22-10-2021,Tamil,0,0.0071
Shivanum-Mohiniyum,21-08-2021,Tamil,0,0.0071
Just Fucked,25-03-2021,Tamil,8,0.0143
On Floating Bodies,01-05-2021,Tamil,0,0.0071
Virgin Kumar,04-11-2021,Tamil,0,0.0071
The Dogfather,25-07-2021,Tamil,0,0.0071
EVANESCENCE,15-10-2021,Tamil,0,0.0071
The Road to Kuthriyar,08-10-2021,Tamil,6,0.0143
Alpha Adimai,03-09-2021,Tamil,0,0.0071
Kumar's Cafe,28-08-2021,Tamil,0,0.0071
Appa's Seasons,04-06-2021,Tamil,0,0.0071
Uravugal Thodarkathai,20-08-2021,Tamil,0,0.0071
Paper Rockets,26-12-2021,Tamil,0,0.0071
Clubfoot,01-01-2021,Tamil,0,0
Ponniyin Selvan: Part I,30-09-2022,Tamil,7.123,1.4524
Gatta Kusthi,02-12-2022,Tamil,5.826,0.9684
Nitham Oru Vaanam,04-11-2022,Tamil,6.6,0.8752
Natchathiram Nagargiradhu,31-08-2022,Tamil,6.9,0.8289
Vikram,02-06-2022,Tamil,7.675,1.5927
DSP,02-12-2022,Tamil,6.254,1.122
Gulu Gulu,29-07-2022,Tamil,4.3,0.6386
Beast,12-04-2022,Tamil,5.4,1.1458
Sardar,21-10-2022,Tamil,7,1.096
Naai Sekar Returns,09-12-2022,Tamil,7,0.909
Love Today,04-11-2022,Tamil,6.9,0.9443
Coffee With Kadhal,04-11-2022,Tamil,6.8,0.5628
Valimai,24-02-2022,Tamil,5.6,0.6259
Yaanai,01-07-2022,Tamil,6.286,0.6044
Rocketry: The Nambi Effect,01-07-2022,Tamil,7.6,0.723
Mahaan,10-02-2022,Tamil,6.757,0.8181
Sinam,16-09-2022,Tamil,4.571,1.3855
Kaatteri,05-08-2022,Tamil,3.286,2.0848
1945,07-01-2022,Tamil,5.5,2.0626
Don,12-05-2022,Tamil,6.1,0.7112
Saani Kaayidham,06-05-2022,Tamil,6.4,0.7608
Varalaru Mukkiyam,09-12-2022,Tamil,4.5,0.5338
Thiruchitrambalam,18-08-2022,Tamil,7.4,0.6445
Gargi,15-07-2022,Tamil,7.3,0.4134
Kadaisi Vivasayi,11-02-2022,Tamil,8.5,0.5284
Coffee,27-11-2022,Tamil,8,0.4337
Ree,07-10-2022,Tamil,0,0.322
Etharkkum Thunindhavan,10-03-2022,Tamil,5.926,0.5759
Hey! Sinamika,03-03-2022,Tamil,5.6,0.6317
Viruman,12-08-2022,Tamil,5.5,0.4793
Raangi,30-12-2022,Tamil,2.9,0.5714
Super Senior Heroes,16-10-2022,Tamil,6,0.4597
Cadaver,12-08-2022,Tamil,6.1,0.5929
EVIL,09-12-2022,Tamil,0,0.5903
FIR,11-02-2022,Tamil,5.9,0.4345
The Elephant Whisperers,07-12-2022,Tamil,7.3,0.4323
Laththi Charge,22-12-2022,Tamil,6.8,0.4689
Grandma,27-05-2022,Tamil,0,0.402
Buffoon,23-09-2022,Tamil,5.5,0.3463
Pattathu Arasan,25-11-2022,Tamil,5,0.4876
Driver Jamuna,30-12-2022,Tamil,5.5,0.3617
Oh My Ghost,30-12-2022,Tamil,1,0.2466
Idiot,01-04-2022,Tamil,6,0.3627
Dejavu,21-07-2022,Tamil,6.333,0.367
Koogle Kuttappa,06-05-2022,Tamil,5.7,0.3938
Enna Solla Pogirai,13-01-2022,Tamil,8,0.4282
Veetla Vishesham,17-06-2022,Tamil,7,0.3063
Nenjuku Needhi,20-05-2022,Tamil,7.364,0.3435
Ranga,13-05-2022,Tamil,7,2.2513
Cobra,31-08-2022,Tamil,6.095,0.3887
The Legend,28-07-2022,Tamil,2.625,0.329
Kanam,09-09-2022,Tamil,7.4,0.266
Vendhu Thanindhathu Kaadu,15-09-2022,Tamil,6.333,0.3769
Maaran,11-03-2022,Tamil,4.857,0.3189
Naai Sekar,13-01-2022,Tamil,6,0.2365
My Dear Bootham,15-07-2022,Tamil,6,0.2435
Hostel,28-04-2022,Tamil,2,0.2612
Sila Nerangalil Sila Manidhargal,28-01-2022,Tamil,7.4,0.2759
Anbarivu,07-01-2022,Tamil,6.2,0.2823
Naane Varuvean,29-09-2022,Tamil,6,0.2699
Drama,23-09-2022,Tamil,8,0.1709
Agent Kannayiram,25-11-2022,Tamil,6.5,0.2194
Clap,11-03-2022,Tamil,7.2,0.2436
Connect,22-12-2022,Tamil,9,0.3312
Kaari,25-11-2022,Tamil,0,0.249
Yugi,18-11-2022,Tamil,6,0.3917
Kuthiraivaal,18-03-2022,Tamil,5,0.2438
Repeat Shoe,14-10-2022,Tamil,0,0.1661
Maha,22-07-2022,Tamil,6,0.2368
Diary,26-08-2022,Tamil,6.8,0.182
D Block,01-07-2022,Tamil,5,0.5472
Theal,14-01-2022,Tamil,6,0.2824
Yenni Thuniga,04-08-2022,Tamil,7,0.2655
Iravin Nizhal,15-07-2022,Tamil,5.5,0.2175
Ayngaran,13-05-2022,Tamil,5,0.1932
Jothi,28-07-2022,Tamil,7,0.1746
Therkathi Veeran,02-12-2022,Tamil,0,0.2348
Kuruthi Aattam,05-08-2022,Tamil,6.5,0.1961
Captain,08-09-2022,Tamil,4.8,0.2759
Anbulla Ghilli,06-02-2022,Tamil,0,0.1997
Kuttram Kuttrame,14-04-2022,Tamil,6.5,0.1747
Rajavum 5 Koojavum,24-10-2022,Tamil,0,0.2666
Oh My Dog,21-04-2022,Tamil,5.2,0.2868
Gurumoorthi,09-12-2022,Tamil,7,0.1514
Kalaga Thalaivan,18-11-2022,Tamil,5.6,0.3455
Nadhi,22-07-2022,Tamil,0,0.2069
Visithiran,06-05-2022,Tamil,7.5,0.2131
Veerapandiyapuram,17-02-2022,Tamil,7,0.183
Poikkal Kuthirai,05-08-2022,Tamil,6,0.2487
Sembi,30-12-2022,Tamil,6.1,0.2726
Prince,21-10-2022,Tamil,3.5,0.2144
Pistha,07-10-2022,Tamil,0,0.2141
Veerame Vaagai Soodum,04-02-2022,Tamil,6.2,0.1671
Saayam,04-02-2022,Tamil,0,0.2304
Anel Meley Pani Thuli,18-11-2022,Tamil,9,0.1932
Kombu Vatcha Singamda,13-01-2022,Tamil,7,0.3264
Manmatha Leelai,01-04-2022,Tamil,4.6,0.2116
Marutha,21-01-2022,Tamil,8,0.2203
Witness,09-12-2022,Tamil,8,0.1815
Miral,11-11-2022,Tamil,5.2,0.1557
Kallan,18-03-2022,Tamil,7,0.1887
Pothanur Thabal Nilayam,27-05-2022,Tamil,6.5,0.227
Jiivi 2,19-08-2022,Tamil,6.2,0.1363
Powder,25-11-2022,Tamil,0,0.1237
Dum Dum Dumeel,03-11-2022,Tamil,9,0.1624
Grandma,02-02-2022,Tamil,0,0.1937
Selfie,01-04-2022,Tamil,8,0.168
Taanakkaran,08-04-2022,Tamil,6.875,0.2145
Enjoy,23-12-2022,Tamil,0,0.183
Battery,29-07-2022,Tamil,4.5,0.1165
Payanigal Gavanikkavum,29-04-2022,Tamil,6,0.1576
Katchikkaaran,16-12-2022,Tamil,0,0.2405
The Great Man,23-06-2022,Tamil,5,0.1836
Maayon,24-06-2022,Tamil,4.8,0.2379
Trigger,23-09-2022,Tamil,4.667,0.1718
Sembula Cheru,30-10-2022,Tamil,10,0.1737
Mayathirai,05-08-2022,Tamil,0,0.1272
Sanjeevan,14-10-2022,Tamil,0,0.1416
KADAL,23-09-2022,Tamil,0,0.1457
Carbon,13-01-2022,Tamil,6,0.2248
Viman,24-03-2022,Tamil,0,0.0871
Adho Andha Paravai Pola,26-08-2022,Tamil,0,0.1398
Mudhal Nee Mudivum Nee,21-01-2022,Tamil,8.3,0.1318
AGP,20-01-2022,Tamil,0,0.1348
Poochandi,27-01-2022,Tamil,7.7,0.1144
Vattam,29-07-2022,Tamil,7,0.2275
Pen Vilai Verum 999 Rubai Matume,07-01-2022,Tamil,0,0.1038
Kathir,29-04-2022,Tamil,9,0.2357
O2,17-06-2022,Tamil,4.6,0.1382
Bestie,08-07-2022,Tamil,1,0.1437
Panni Kutty,08-07-2022,Tamil,4,0.1606
Aadhaar,23-09-2022,Tamil,7,0.1311
Yutha Satham,18-03-2022,Tamil,6.5,0.0914
Pattampoochi,24-06-2022,Tamil,7,0.1384
Viyuham,21-02-2022,Tamil,0,0.1339
Lilly Rani,09-09-2022,Tamil,7,0.0762
Not Reachable,09-09-2022,Tamil,0,0.1028
Bijli,01-11-2022,Tamil,6,0.1016
My Dear Lisa,05-08-2022,Tamil,0,0.0995
Naan Mirugamaai Maara,18-11-2022,Tamil,0,0.0777
Kadamaiyai Sei,12-08-2022,Tamil,7,0.0887
181,16-12-2022,Tamil,0,0.0707
HEROIC,01-05-2022,Tamil,10,0.1037
Yaaro,04-02-2022,Tamil,9,0.1022
Ward-126,22-07-2022,Tamil,5.5,0.0981
Achcham Madam Naanam Payirppu,25-03-2022,Tamil,4.5,0.113
Dhadha,09-12-2022,Tamil,0,0.0749
Methagu-II,19-08-2022,Tamil,7,0.0914
Aattral,14-10-2022,Tamil,7,0.2038
Vezham,24-06-2022,Tamil,6.5,0.0909
Kuzhali,23-09-2022,Tamil,0,0.098
Parole,11-11-2022,Tamil,7,0.1301
White Haired Princess,13-01-2022,Tamil,0,0.0945
Kaalangalil Aval Vasantham,28-10-2022,Tamil,0,0.0867
Estate,09-12-2022,Tamil,4,0.0861
Vattakara,05-08-2022,Tamil,0,0.1009
Thunikaram,06-05-2022,Tamil,0,0.0772
Raaja Live in Concert Expo 2020 Dubai,05-03-2022,Tamil,0,0.087
Jasper,23-12-2022,Tamil,0,0.0776
Koorman,11-02-2022,Tamil,8,0.1068
Project C (Chapter 2),23-12-2022,Tamil,0,0.1284
Arulmozhi,16-06-2022,Tamil,0,0.0552
Yuddha Kaandam,05-09-2022,Tamil,7,0.0636
Aivar,14-07-2022,Tamil,0,0.0623
Muthal Manithan,04-03-2022,Tamil,0,0.0621
Kanal,04-06-2022,Tamil,7,0.0824
Undercover Rascals 2,25-08-2022,Tamil,7,0.0524
Sivi 2,22-07-2022,Tamil,0,0.0654
Rathasaatchi,09-12-2022,Tamil,7,0.0853
Kaarottiyin Kaadhali,18-11-2022,Tamil,0,0.062
Udanpaal,30-12-2022,Tamil,6,0.0923
Pandrikku Nandri Solli,04-02-2022,Tamil,8,0.042
Seththumaan,27-05-2022,Tamil,8,0.0512
4554,04-11-2022,Tamil,0,0.0505
Aruva Sanda,30-12-2022,Tamil,0,0.0493
Vaaitha,27-05-2022,Tamil,8,0.0673
Kambathe Kannemma,28-04-2022,Tamil,0,0.0468
Valentine @3,13-11-2022,Tamil,0,0.0536
Polama Oorgoolam,23-06-2022,Tamil,7,0.0495
Akka Kuruvi,06-05-2022,Tamil,0,0.0286
Vidai,30-06-2022,Tamil,0,0.0362
Vidiyatha Iravondru Vendum,11-02-2022,Tamil,0,0.0261
Oru Nalla Tamizh Paatin Mudhal Vari,15-10-2022,Tamil,8,0.0286
College Road,30-12-2022,Tamil,0,0.0362
Foreign Sarakku,22-07-2022,Tamil,0,0.0261
Sethaan Da Sekar'uh,28-02-2022,Tamil,0,0.0256
KAREN,09-11-2022,Tamil,0,0.0327
The House of Brick and Stone,12-07-2022,Tamil,0,0.0168
Narigal,24-02-2022,Tamil,9,0.0239
Padam - The Film,19-08-2022,Tamil,0,0.0218
