Title,Release Date,Language,Vote Average,Popularity
Madhoshi,24-09-2004,Hindi,4.4,0.2089
Shikaar,02-07-2004,Hindi,5,0.1375
Gayab,16-07-2004,Hindi,4.1,0.1276
Julie,23-07-2004,Hindi,4.6,0.1342
Zakhmi Naagin,03-02-2004,Hindi,0,0.1351
Vaastu Shastra,22-10-2004,Hindi,5.2,0.1565
AK 47,01-10-2004,Hindi,5,0.1112
Naach,12-11-2004,Hindi,2.7,0.1885
Charas: A Joint Effort,07-05-2004,Hindi,5.5,0.0921
Chrysalis,04-12-2004,Hindi,0,0.098
God Only Knows!,23-01-2004,Hindi,0,0.1124
Manasarovar,31-10-2004,Hindi,0,0.1101
Kya Aisa Hota Hai Pyar,01-07-2004,Hindi,0,0.084
Sangam,01-01-2004,Hindi,4.7,0.1289
The Game of Love,30-06-2004,Hindi,0,0.0731
Kis Kis Ki Kismat,22-10-2004,Hindi,5.5,0.1429
Wajahh: A Reason to Kill,08-10-2004,Hindi,10,0.0535
Sheen,07-05-2004,Hindi,0,0.1136
Pyaasi Nagin,01-01-2004,Hindi,0,0.069
Dukaan: Pila House,01-05-2004,Hindi,1,0.0505
Maut Ki Dahshat,16-04-2004,Hindi,0,0.0475
Karma,15-05-2004,Hindi,0,0.0582
Uuf Kya Jadoo Mohobbat Hai,21-05-2004,Hindi,0,0.0579
Little Terrorist,25-10-2004,Hindi,5.1,0.0398
Bombay Summer,02-02-2004,Hindi,0,0.0404
Snapshots from a Family Album,29-07-2004,Hindi,0,0.0404
Hyderabad Blues 2,02-07-2004,Hindi,0,0.0256
Shola: Fire of Love,01-01-2004,Hindi,0,0.0261
The Dusk,10-06-2004,Hindi,0,0.0311
Kshya Tra Ghya,01-01-2004,Hindi,0,0.0286
Sunsan Mahal,01-01-2004,Hindi,0,0.0143
Mission Mumbai,05-03-2004,Hindi,0,0.0168
Dhakad Chhora,08-10-2004,Hindi,0,0.0143
Atreyee,18-09-2004,Hindi,0,0.0143
Popcorn Khao! Mast Ho Jao,01-10-2004,Hindi,0,0.0256
Ab ... Bas!,01-01-2004,Hindi,4,0.0214
Beyond Boundaries - Cricket for Peace,01-01-2004,Hindi,0,0.0143
The Unconscious,27-11-2004,Hindi,1,0.0071
Lolly Pop,01-01-2004,Hindi,0,0.0071
Kuchh Kaha Aapne,20-08-2004,Hindi,0,0
Shobhayatra,01-01-2004,Hindi,4,0.0071
Shabd,04-02-2005,Hindi,5.5,1.1967
Black,04-02-2005,Hindi,7.645,1.8748
Paheli,24-06-2005,Hindi,6.1,1.0955
Mangal Pandey - The Rising,12-08-2005,Hindi,6.1,0.7598
Deewane Huye Paagal,25-11-2005,Hindi,4.8,0.582
Salaam Namaste,09-09-2005,Hindi,6.2,0.639
Maine Pyaar Kyun Kiya?,15-07-2005,Hindi,5.4,0.6542
Ek Khiladi Ek Haseena,18-11-2005,Hindi,4.8,0.8796
Sarkar,01-07-2005,Hindi,6.8,0.8071
Matrubhoomi: A Nation Without Women,26-01-2005,Hindi,6.6,0.603
Main Aisa Hi Hoon,06-05-2005,Hindi,5.2,0.499
Kaal,29-04-2005,Hindi,4.6,0.6997
Dosti: Friends Forever,23-12-2005,Hindi,4.5,0.4206
Barsaat,19-08-2005,Hindi,6.6,0.3658
Netaji Subhas Chandra Bose: The Forgotten Hero,13-05-2005,Hindi,7.4,0.4929
Water,08-09-2005,Hindi,6.8,0.554
Vaah! Life Ho Toh Aisi!,23-12-2005,Hindi,5.2,0.492
Garam Masala,03-11-2005,Hindi,5.8,0.6171
Kyon Ki...,03-11-2005,Hindi,5.8,0.489
Bewafaa,25-02-2005,Hindi,4.4,0.7046
Kalyug,09-12-2005,Hindi,6.1,0.4325
Time Pass,01-01-2005,Hindi,1,0.3631
Parineeta,10-06-2005,Hindi,6.5,0.4771
Insan,14-01-2005,Hindi,5.2,0.3229
Chocolate: Deep Dark Secrets,16-09-2005,Hindi,4,0.3682
No Entry,26-08-2005,Hindi,5.7,0.475
Zeher,25-03-2005,Hindi,5.3,0.4684
Iqbal,26-08-2005,Hindi,6.9,0.4009
Hanuman,21-10-2005,Hindi,6.4,0.4612
Maine Gandhi Ko Nahin Mara,30-09-2005,Hindi,5.7,0.496
Dus,08-07-2005,Hindi,5.2,0.3775
Kisna,21-01-2005,Hindi,7.3,0.391
Aashiq Banaya Aapne,02-09-2005,Hindi,4.2,0.2994
Bunty Aur Babli,27-05-2005,Hindi,6.2,0.6873
Bluffmaster!,16-12-2005,Hindi,6,0.458
Neal 'n' Nikki,09-12-2005,Hindi,3.9,0.4466
Shikhar,01-01-2005,Hindi,4.6,0.3228
James,16-09-2005,Hindi,3,0.2732
Ramji Londonwaley,02-09-2005,Hindi,6.8,0.3598
Rog,07-01-2005,Hindi,4.3,0.3494
Mr Ya Miss,02-12-2005,Hindi,5.8,0.4874
Apaharan,02-12-2005,Hindi,6.2,0.3502
Yahaan,29-07-2005,Hindi,5,0.3291
Lucky: No Time for Love,08-04-2005,Hindi,4.9,0.3161
Home Delivery,02-12-2005,Hindi,3.5,0.3022
My Wife's Murder,19-08-2005,Hindi,6.2,0.2996
Jurm,10-02-2005,Hindi,5.1,0.3023
Shaadi No. 1,22-08-2005,Hindi,4.9,0.285
Karam,01-01-2005,Hindi,5.7,0.2736
Naina,20-05-2005,Hindi,3.4,0.3591
Kyaa Kool Hai Hum,06-05-2005,Hindi,4.8,0.2733
Taj Mahal: An Eternal Love Story!,18-11-2005,Hindi,0,0.2586
Yakeen,16-06-2005,Hindi,5.1,0.3092
Page 3,21-01-2005,Hindi,6.1,0.3439
Tango Charlie,25-03-2005,Hindi,6.3,0.2737
Hum Dum,11-02-2005,Hindi,2,0.2158
Khullam Khulla Pyaar Karen,28-04-2005,Hindi,10,0.2163
Sehar,29-07-2005,Hindi,7,0.3017
"Main, Meri Patni Aur Woh",07-10-2005,Hindi,5.5,0.3136
Waqt,22-04-2005,Hindi,5.8,0.5025
Neelkanth Yatra,05-08-2005,Hindi,0,0.3193
Ek Ajnabee,09-12-2005,Hindi,4.9,0.352
Khamoshh... Khauff Ki Raat,15-04-2005,Hindi,6.5,0.2152
Kuchh Meetha Ho Jaye,15-04-2005,Hindi,6,0.2919
Blackmail,28-01-2005,Hindi,5.1,0.2388
Socha Na Tha,04-03-2005,Hindi,5.8,0.2904
My Brother... Nikhil,25-03-2005,Hindi,6.1,0.3424
Fareb,08-07-2005,Hindi,4.5,0.2815
Jo Bole So Nihaal,13-05-2005,Hindi,2,0.1901
Krishna Balram: The Warrior Princess,20-08-2005,Hindi,0,0.2369
Film Star,05-08-2005,Hindi,6.2,0.2091
Koi Aap Sa,14-10-2005,Hindi,7.2,0.4112
Bachke Rehna Re Baba,03-06-2005,Hindi,1,0.2193
Topless,09-09-2005,Hindi,9,0.1906
Chand Sa Roshan Chehra,04-03-2005,Hindi,2,0.2001
Kasak,22-07-2005,Hindi,2,0.1886
Zameer,04-03-2005,Hindi,0,0.2397
Elaan,14-01-2005,Hindi,5.6,0.2815
99.9 FM,16-06-2005,Hindi,4,0.1443
Silsiilay,17-06-2005,Hindi,5.1,0.2778
7½ Phere,29-07-2005,Hindi,6,0.2188
Murad,07-03-2005,Hindi,8.6,0.1663
Koi Mere Dil Mein Hai,03-06-2005,Hindi,6,0.2486
Dubai Return,03-12-2005,Hindi,0,0.1249
Viruddh... Family Comes First,22-07-2005,Hindi,6.2,0.1662
The Film,25-11-2005,Hindi,0,0.1927
Shabnam Mausi,20-05-2005,Hindi,5.7,0.1477
Pyaar Mein Twist,02-09-2005,Hindi,6.3,0.1397
Vaada,07-01-2005,Hindi,5.5,0.2754
Revati,07-05-2005,Hindi,8,0.1834
The Blue Umbrella,11-12-2005,Hindi,6.452,0.3463
Sau Jhooth Ek Sach,16-09-2005,Hindi,7,0.1391
D,03-06-2005,Hindi,6.2,0.2352
Mazaa Mazaa,15-07-2005,Hindi,4.7,0.1079
Sheesha,11-02-2005,Hindi,5.3,0.1531
Nazar,20-05-2005,Hindi,5,0.1296
Tum... Ho Na!,01-01-2005,Hindi,4.5,0.1617
Qatal-E-Aam,18-02-2005,Hindi,0,0.1389
Naam Gum Jaayega,10-04-2005,Hindi,5,0.2007
Chaahat Ek Nasha...,11-02-2005,Hindi,4,0.1529
Laila: A Mystery,01-04-2005,Hindi,0,0.1371
Hum Tum Aur Mom: Mother Never Misguides,18-07-2005,Hindi,0,0.1712
Sanyogita - The Bride in Red,10-06-2005,Hindi,0,0.1305
Chalta Hai Yaar,01-01-2005,Hindi,0,0.1481
Siskiyaan,30-09-2005,Hindi,5,0.1472
Chehraa,18-02-2005,Hindi,8,0.1303
Fun: Can Be Dangerous Sometimes,25-02-2005,Hindi,0,0.1648
Chudail Ka Badla,01-01-2005,Hindi,0,0.1356
Kal: Yesterday and Tomorrow,16-09-2005,Hindi,0,0.1582
Padmashree Laloo Prasad Yadav,28-01-2005,Hindi,0,0.1021
Classic Dance of Love,01-01-2005,Hindi,0,0.0687
Ssukh,17-06-2005,Hindi,6,0.0959
Maa Where Are You...,08-04-2005,Hindi,0,0.0675
Chetna,24-06-2005,Hindi,4,0.0777
Darinda,09-12-2005,Hindi,0,0.0593
Angoor,04-11-2005,Hindi,0,0.0803
Rain: The Terror Within...,30-09-2005,Hindi,3,0.0629
Anjaane: The Unkown,30-12-2005,Hindi,10,0.0537
मेरी आशिकी,01-05-2005,Hindi,0,0.0617
Pehchaan: The Face of Truth,24-06-2005,Hindi,6,0.0491
Who?,30-01-2005,Hindi,8.8,0.0297
Chand Bujh Gaya,18-03-2005,Hindi,7,0.0327
Hans Akela,11-02-2005,Hindi,0,0.0214
Chakachak,01-01-2005,Hindi,0,0.1079
The House On Gulmohar Avenue,01-01-2005,Hindi,0,0.0286
Wife Hai Toh Life Hai,11-02-2005,Hindi,0,0.0261
Akad,01-01-2005,Hindi,0,0.0453
The solitary sandpiper,03-08-2005,Hindi,0,0.0286
India,01-01-2005,Hindi,6,0.0954
The Show Goes On,01-01-2005,Hindi,0,0.0143
IQRAAR by Chance,01-01-2005,Hindi,0,0.0143
Chutkan Ki Mahabharat,11-02-2005,Hindi,0,0.0143
Dhoom 2,24-11-2006,Hindi,6.58,2.253
Krrish,23-06-2006,Hindi,6.3,2.2462
Rang De Basanti,26-01-2006,Hindi,7.1,0.9833
Vivah,10-11-2006,Hindi,6.6,1.3803
Phir Hera Pheri,09-06-2006,Hindi,6.6,0.9982
Kabhi Alvida Naa Kehna,11-08-2006,Hindi,6.4,1.1009
Don,20-10-2006,Hindi,6.877,1.0893
Fanaa,26-05-2006,Hindi,6.7,1.0454
Kabul Express,15-12-2006,Hindi,5.9,0.5735
Omkara,28-07-2006,Hindi,6.8,0.6465
36 China Town,21-04-2006,Hindi,5.7,0.6025
Lage Raho Munna Bhai,01-09-2006,Hindi,7.2,0.6362
Tathastu,13-05-2006,Hindi,5.7,0.4449
Umrao Jaan,02-11-2006,Hindi,8.3,0.6341
Golmaal – Fun Unlimited,14-07-2006,Hindi,6.6,0.6473
Chup Chup Ke,09-06-2006,Hindi,6.2,0.7519
Mixed Doubles,10-02-2006,Hindi,7,0.4874
Baabul,08-12-2006,Hindi,6,0.5404
Bhagam Bhag,22-12-2006,Hindi,6.5,0.4449
Gafla,06-10-2006,Hindi,8,0.5125
Khosla Ka Ghosla!,22-09-2006,Hindi,7.2,0.4704
Jaane Hoga Kya,31-08-2006,Hindi,0,0.4547
Gangster,28-04-2006,Hindi,6.8,0.4221
Sandwich,31-07-2006,Hindi,5.4,0.3694
Family: Ties of Blood,12-01-2006,Hindi,5.8,0.3643
15 Park Avenue,06-01-2006,Hindi,6.25,0.2623
Shiva,15-09-2006,Hindi,3.2,0.3648
Shaadi Karke Phas Gaya Yaar,04-08-2006,Hindi,3.5,0.3438
Aap Ki Khatir,25-08-2006,Hindi,5,0.3126
Jaan-E-Mann,20-10-2006,Hindi,5.5,0.3615
Katputtli,18-08-2006,Hindi,4.3,0.3267
Apna Sapna Money Money,10-11-2006,Hindi,5.2,0.4267
Naksha,08-09-2006,Hindi,3.9,0.2809
Darna Zaroori Hai,28-04-2006,Hindi,5,0.3243
The Killer,21-07-2006,Hindi,4.1,0.4566
Bas Ek Pal,15-09-2006,Hindi,3,0.2718
Mere Jeevan Saathi,03-02-2006,Hindi,3.4,0.4326
Jawani Diwani: A Youthful Joyride,06-01-2006,Hindi,4.8,0.2803
Taxi No. 9211,24-02-2006,Hindi,6.2,0.2891
Corporate,07-07-2006,Hindi,6.6,0.3882
Humko Deewana Kar Gaye,14-04-2006,Hindi,4.9,0.3733
Sarhad Paar,23-11-2006,Hindi,0,0.3097
Anthony Kaun Hai?,03-08-2006,Hindi,5.5,0.269
Naughty Boy,31-03-2006,Hindi,4,0.2798
Aadhi Naath,14-01-2006,Hindi,0,0.3554
Fight Club: Members Only,17-02-2006,Hindi,6.4,0.3004
Malamaal Weekly,10-03-2006,Hindi,6.1,0.3148
Alag,16-06-2006,Hindi,4.4,0.3605
Saawan... The Love Season,07-04-2006,Hindi,6.2,0.2546
Dor,22-09-2006,Hindi,7.3,0.2305
Zinda,12-01-2006,Hindi,3.8,0.2963
Pyare Mohan,21-04-2006,Hindi,4.5,0.3148
Banaras,07-04-2006,Hindi,6.3,0.2497
Love in Japan,10-02-2006,Hindi,3,0.3093
The Angrez,02-06-2006,Hindi,7.4,0.244
Dil Diya Hai,08-09-2006,Hindi,5.2,0.3415
Dil Jo Bhi Kahey...,07-12-2006,Hindi,5.3,0.3793
Deadline: Sirf 24 Ghante,10-11-2006,Hindi,4.6,0.2218
My Bollywood Bride,14-01-2006,Hindi,5,0.1764
Aksar,03-02-2006,Hindi,4.2,0.325
Aatma,18-05-2006,Hindi,4.5,0.2115
Chingaari,17-02-2006,Hindi,1.5,0.165
Kachchi Sadak,08-09-2006,Hindi,9.2,0.2668
Yun Hota To Kya Hota,21-07-2006,Hindi,6.2,0.212
Krishna - The Birth,27-08-2006,Hindi,10,0.2028
Prateeksha,01-01-2006,Hindi,6,0.2011
Shaitani Dracula,01-01-2006,Hindi,0,0.144
Ankahee,19-05-2006,Hindi,5.5,0.2899
Rocky,22-09-2006,Hindi,2.5,0.1929
Janani,17-11-2006,Hindi,4.5,0.2411
Ladies Tailor,01-01-2006,Hindi,1,0.1682
Pyaar Ke Side Effects,15-09-2006,Hindi,6.1,0.2782
I See You,29-12-2006,Hindi,5.8,0.2919
Darwaaza Bandh Rakho,04-08-2006,Hindi,5.5,0.17
Shahji Ki Advice,06-06-2006,Hindi,0,0.1574
Ahista Ahista,18-08-2006,Hindi,7.2,0.186
Woh Lamhe,26-09-2006,Hindi,5.4,0.1449
Humko Tumse Pyaar Hai,24-02-2006,Hindi,6.9,0.1984
Hazy Grey Skies,07-02-2006,Hindi,0,0.1127
Chand Ke Paar Chalo,31-03-2006,Hindi,4.8,0.2191
Shaadi Se Pehle,07-04-2006,Hindi,3.4,0.1955
Aryan: Unbreakable,15-12-2006,Hindi,5.8,0.2077
Ishhya,14-06-2006,Hindi,0,0.1358
Teesri Aankh: The Hidden Camera,03-03-2006,Hindi,4.2,0.1402
Umar,17-05-2006,Hindi,1.5,0.1388
Hota Hai Dil Pyaar Mein Paagal,01-01-2006,Hindi,0,0.0982
Vidhyaarthi: The Power of Students,18-06-2006,Hindi,0,0.1643
We R Friends,28-07-2006,Hindi,3,0.1073
Eight: The Power of Shani,14-04-2006,Hindi,1,0.1221
Shoonya,20-11-2006,Hindi,0,0.0965
Ho Sakta Hai!,30-03-2006,Hindi,0,0.0592
Kudiyon Ka hai Zamaana,01-01-2006,Hindi,0,0.2179
Zindaggi Rocks,06-10-2006,Hindi,4.5,0.0752
Jai Santoshi Maa,29-09-2006,Hindi,5,0.0497
Free Entry,01-01-2006,Hindi,0,0.074
Teesri Azadi,01-07-2006,Hindi,0,0.0764
Chaska: An Addiction,01-01-2006,Hindi,0,0.0707
Hyderabad Nawabs,01-09-2006,Hindi,6.4,0.0538
Holiday,10-02-2006,Hindi,4,0.1395
"Tom, Dick And Harry",25-05-2006,Hindi,3.7,0.0691
Chabiwali Pocket Watch,17-05-2006,Hindi,0,0.0486
Utthaan,13-10-2006,Hindi,0,0.0999
Seven Islands and a Metro,01-01-2006,Hindi,0,0.0389
Men Not Allowed,02-06-2006,Hindi,1.9,0.0585
Amidst,01-01-2006,Hindi,0,0.0847
Virana,01-01-2006,Hindi,0,0.0482
Sacred Evil – A True Story,02-06-2006,Hindi,0,0.0362
A Mercedes for Ashish,01-01-2006,Hindi,0,0.0631
The Heartbeat,01-01-2006,Hindi,0,0.0261
Love Ke Chakkar Mein,06-06-2006,Hindi,1,0.0168
Intoxication of the Body,01-01-2006,Hindi,0,0.0286
Walking on a Moonbeam,01-01-2006,Hindi,0,0.0143
Krishna Aayo Natkhat Nandlal,01-01-2006,Hindi,0,0.0214
Sun Zara,06-02-2006,Hindi,5,0.0658
Hyderabad Nawaabs,12-12-2006,Hindi,0,0.0143
Mobile Phone,01-06-2006,Hindi,0,0.0143
Like Stars on Earth,21-12-2007,Hindi,7.984,4.3275
Bhool Bhulaiyaa,12-10-2007,Hindi,6.6,2.6568
Guru,12-01-2007,Hindi,6.8,1.904
Om Shanti Om,07-11-2007,Hindi,7.083,2.4193
Chak De! India,09-08-2007,Hindi,7.2,1.3893
Jab We Met,26-10-2007,Hindi,7.3,1.9126
Laaga Chunari Mein Daag: Journey of a Woman,12-10-2007,Hindi,5.4,0.8184
Welcome,21-12-2007,Hindi,6.7,0.9863
Ta Ra Rum Pum,27-04-2007,Hindi,6.2,1.1827
Jhoom Barabar Jhoom,15-06-2007,Hindi,3.9,1.1107
Awarapan,29-06-2007,Hindi,6.9,0.9362
No Smoking,26-10-2007,Hindi,7,0.694
Saawariya,09-11-2007,Hindi,5.4,0.8367
Dhamaal,07-09-2007,Hindi,6.6,0.6478
Religion,08-06-2007,Hindi,5.7,0.4313
Journey Bombay to Goa,06-06-2007,Hindi,5.3,0.6292
Bal Ganesh,08-02-2007,Hindi,6,0.4682
Fool N Final,01-06-2007,Hindi,3.6,0.6423
Honeymoon Travels Pvt. Ltd.,23-02-2007,Hindi,5.2,0.5168
Aaja Nachle,30-11-2007,Hindi,6.5,0.8863
Partner,20-07-2007,Hindi,5.4,0.7113
Shootout at Lokhandwala,25-05-2007,Hindi,6.2,0.5915
68 Pages,09-12-2007,Hindi,4.6,0.399
Salaam-e-Ishq,26-01-2007,Hindi,4.9,0.4995
Heyy Babyy,24-08-2007,Hindi,5.9,0.7209
Dhan Dhana Dhan Goal,23-11-2007,Hindi,5.1,0.4209
Namastey London,23-03-2007,Hindi,6.1,0.6016
Dhol,14-09-2007,Hindi,6.3,0.517
Cheeni Kum,25-05-2007,Hindi,6.2,0.4659
Chain Kulii Ki Main Kulii,22-06-2007,Hindi,5.6,0.3925
Red Swastik,08-06-2007,Hindi,2.6,0.5147
Naqaab,13-07-2007,Hindi,4.5,0.4369
Apne,29-06-2007,Hindi,5.9,0.3112
Ek Chalis Ki Last Local,18-05-2007,Hindi,6.4,0.3779
Dahek A Restless Mind,02-08-2007,Hindi,0,0.2841
Johnny Gaddaar,28-09-2007,Hindi,6.9,0.3772
Nishabd,02-03-2007,Hindi,4.7,0.3853
Aggar,14-09-2007,Hindi,4.8,0.2767
The Train: Some Lines Shoulder Never Be Crossed...,08-06-2007,Hindi,3.6,0.4532
Eklavya: The Royal Guard,16-02-2007,Hindi,6.1,0.3753
"Gandhi, My Father",03-08-2007,Hindi,5.3,0.3426
Maamu Tension Nai Leneka,12-10-2007,Hindi,0,0.1767
Ghutan,08-06-2007,Hindi,0,0.2672
Strangers,15-12-2007,Hindi,5.2,0.2601
Buddha Mar Gaya,17-08-2007,Hindi,4.2,0.2596
Speed,19-10-2007,Hindi,3.3,0.2565
Traffic Signal,07-02-2007,Hindi,6.1,0.3893
Ram Gopal Varma Ki Aag,31-08-2007,Hindi,1.9,0.2589
Ek Zakhm,01-01-2007,Hindi,0,0.3422
Just Married,16-03-2007,Hindi,6.2,0.3887
Return Of Hanuman,28-12-2007,Hindi,5.9,0.3327
Nanhe Jaisalmer: A Dream Come True,13-09-2007,Hindi,6.8,0.4381
"Good Boy, Bad Boy",11-05-2007,Hindi,4.5,0.3102
Amal,13-09-2007,Hindi,7.7,0.2553
Big Brother,13-04-2007,Hindi,4.9,0.2493
Aap Kaa Surroor,29-06-2007,Hindi,3.7,0.2417
My Friend Ganesha,06-07-2007,Hindi,5.2,0.2398
Anwar,12-01-2007,Hindi,5.5,0.3865
Frozen,21-07-2007,Hindi,7.2,0.2674
Life in a Metro,11-05-2007,Hindi,6.3,0.2837
Darling,07-09-2007,Hindi,3.9,0.2092
Risk,18-01-2007,Hindi,4.8,0.2354
Dhokha,31-08-2007,Hindi,7,0.1759
Positive,08-09-2007,Hindi,10,0.1852
Dus Kahaniyaan,07-12-2007,Hindi,4.3,0.2983
Life Mein Kabhie Kabhiee,13-04-2007,Hindi,7.8,0.2465
To Be Continued,03-05-2007,Hindi,6.5,0.2778
Undertrial,09-02-2007,Hindi,8.2,0.3709
Old Iss Gold,22-06-2007,Hindi,0,0.2496
Kya Love Story Hai,03-08-2007,Hindi,5,0.262
1971,08-03-2007,Hindi,6.6,0.163
Shakalaka Boom Boom,06-04-2007,Hindi,4.3,0.2522
Manorama Six Feet Under,21-09-2007,Hindi,6.5,0.2965
Raqeeb,18-05-2007,Hindi,3,0.16
Delhii Heights,29-03-2007,Hindi,5,0.2498
Gauri The Unborn,30-11-2007,Hindi,2,0.185
Red: The Dark Side,09-03-2007,Hindi,3.6,0.1959
Dil Dosti Etc,28-09-2007,Hindi,6.1,0.1407
My Own Sky,07-09-2007,Hindi,0,0.1699
Tsunami 81,14-11-2007,Hindi,0,0.1176
Chaka Chaka Bhaunri,24-08-2007,Hindi,0,0.1651
Khallas: The Beginning of End,30-03-2007,Hindi,0,0.1728
Nehlle Pe Dehlla,02-03-2007,Hindi,5.8,0.1675
Bheja Fry,13-04-2007,Hindi,6.5,0.1155
Hattrick,16-03-2007,Hindi,4.2,0.1942
"1, 2",01-01-2007,Hindi,6,0.1777
Krishna in Vrindavan,17-11-2007,Hindi,10,0.1734
Khoya Khoya Chand,07-12-2007,Hindi,6,0.1814
Fun aur Masti,16-11-2007,Hindi,6,0.1378
Go,05-10-2007,Hindi,7.1,0.1783
Joy Ride,01-01-2007,Hindi,0,0.089
Gifted,01-01-2007,Hindi,7.2,0.1339
Humrahi,01-01-2007,Hindi,0,0.0754
MP3: Mera Pehla Pehla Pyaar,08-06-2007,Hindi,5.6,0.1716
Yatra,04-05-2007,Hindi,3,0.1414
Krishna - Makhan Chor,21-01-2007,Hindi,10,0.1396
Swami,08-06-2007,Hindi,6.5,0.1567
Chhodon Naa Yaar,05-10-2007,Hindi,5,0.1313
Mumbai Salsa,22-10-2007,Hindi,6,0.1263
Dosh,01-01-2007,Hindi,0,0.1057
Blood Brothers,08-09-2007,Hindi,0,0.1506
Khanna & Iyer,30-03-2007,Hindi,0,0.111
Aur Pappu Pass Ho Gaya,01-01-2007,Hindi,0,0.0664
Fear,01-08-2007,Hindi,2,0.0629
Say Salaam India: 'Let's Bring the Cup Home',30-03-2007,Hindi,10,0.0976
Hungama in Dubai,07-09-2007,Hindi,7,0.0558
Say Salaam India: 'Let's Bring the Cup Home',30-03-2007,Hindi,0,0.0812
Mr. Hot Mr. Kool,01-01-2007,Hindi,0,0.053
A Drop of Life,13-10-2007,Hindi,0,0.0434
Behind the Mirror,10-01-2007,Hindi,0,0.0311
Salt 'n' Pepper,01-01-2007,Hindi,0,0.0286
Nirahua Rickshawala,18-03-2007,Hindi,0,0.0286
In Search of Gandhi,11-10-2007,Hindi,0,0.0286
Cocktail: The Deadly Combination,14-09-2007,Hindi,0,0.0495
Black Pamphlets,14-08-2007,Hindi,0,0.0143
Aditi Singh,01-01-2007,Hindi,0,0.0143
Mahek,28-10-2007,Hindi,0,0.0286
Listener's Tale,01-06-2007,Hindi,0,0.0143
Pati Kamaal Bibi Dhamaal,01-01-2007,Hindi,0,0.0143
Midnight Murder,01-01-2007,Hindi,0,0.0071
Salaam Bacche,01-01-2007,Hindi,0,0.0214
Chapter-3,01-01-2007,Hindi,0,0.0071
Woh Subah Kidhar Nikal Gayi,01-01-2007,Hindi,0,0.0071
Danveer Karna,01-01-2007,Hindi,0,0.0071
Incomplete Dream,27-04-2007,Hindi,0,0.0071
Word Within The Word,01-01-2007,Hindi,0,0
Panga Naa Lo,20-04-2007,Hindi,0,0
Foto,01-02-2007,Hindi,0,0
Shaurya,04-04-2008,Hindi,6.8,2.7605
A Wednesday!,05-09-2008,Hindi,6.954,1.1667
Ghajini,25-12-2008,Hindi,7,1.5978
Rab Ne Bana Di Jodi,11-12-2008,Hindi,7.071,1.7985
One Two Three,28-03-2008,Hindi,5.2,0.7755
Jannat,16-05-2008,Hindi,6.1,1.6224
Jodhaa Akbar,13-02-2008,Hindi,7.3,1.1695
Race,20-03-2008,Hindi,6.054,1.0873
Golmaal Returns,29-10-2008,Hindi,5.4,0.8677
Fashion,29-10-2008,Hindi,6.4,0.5873
Thoda Pyaar Thoda Magic,27-06-2008,Hindi,5.4,0.4823
Contract,18-07-2008,Hindi,4,0.5622
Mere Baap Pehle Aap,13-06-2008,Hindi,4.9,0.5858
Aamir,06-06-2008,Hindi,6.6,0.4412
Bachna Ae Haseeno,15-08-2008,Hindi,6.1,0.8145
Jumbo,25-12-2008,Hindi,8,0.7148
Dostana,13-11-2008,Hindi,6.2,0.8129
Singh Is Kinng,08-08-2008,Hindi,5.6,0.5462
1920,12-09-2008,Hindi,5.6,0.5553
Money Hai Toh Honey Hai,25-07-2008,Hindi,4.2,0.3895
Tashan,25-04-2008,Hindi,4.5,0.5686
8 PM: A Murder Mystery,01-01-2008,Hindi,10,0.2905
Chhota Bheem Aur Krishna,24-08-2008,Hindi,6.4,0.3558
Dil Kabaddi,05-12-2008,Hindi,10,0.531
Hello,10-10-2008,Hindi,5.659,0.5556
Krazzy 4,11-04-2008,Hindi,4.8,0.3703
Bhoothnath,09-05-2008,Hindi,6.1,0.5455
Oye Lucky! Lucky Oye!,28-11-2008,Hindi,7,0.3655
Dashavatar,13-06-2008,Hindi,6.6,0.3839
Heroes,24-10-2008,Hindi,6.1,0.3397
Jaane Tu... Ya Jaane Na,04-07-2008,Hindi,6.8,0.3635
God Tussi Great Ho,15-08-2008,Hindi,4.1,0.4966
Kismat Konnection,18-07-2008,Hindi,4.9,0.2748
Sarkar Raj,06-06-2008,Hindi,6.5,0.6096
Rock On!!,29-08-2008,Hindi,6.8,0.3398
Love Story 2050,04-07-2008,Hindi,2.9,0.4429
De Taali,01-11-2008,Hindi,4.5,0.2681
Good Night,01-01-2008,Hindi,0,0.2378
Yuvvraaj,21-11-2008,Hindi,4.9,0.4563
Chamku,29-08-2008,Hindi,4.4,0.3057
U Me Aur Hum,11-04-2008,Hindi,5.9,0.347
Mumbai Meri Jaan,22-08-2008,Hindi,7,0.3267
Sunday,25-01-2008,Hindi,4.9,0.346
Mission Istaanbul,25-07-2008,Hindi,3.3,0.3419
Summer 2007,13-06-2008,Hindi,0,0.3803
Halla Bol,11-01-2008,Hindi,4.9,0.3611
EMI,07-11-2008,Hindi,7,0.2673
Deshdrohi,14-11-2008,Hindi,2.1,0.2619
Phoonk,22-08-2008,Hindi,3,0.2448
Woodstock Villa,30-05-2008,Hindi,5,0.23
Sorry Bhai,28-11-2008,Hindi,4.1,0.3405
Kidnap,02-10-2008,Hindi,4.4,0.3651
Mehbooba,11-07-2008,Hindi,4.5,0.3322
Hijack,05-09-2008,Hindi,4.8,0.3313
C Kkompany,29-08-2008,Hindi,5.2,0.277
Karzzzz,17-10-2008,Hindi,3.3,0.2259
